"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,New Mexico,2020,5,862,108,99,24.01,12.53,11.48
States,New York,2020,5,4085,641,477,27.37,15.69,11.68
States,North Carolina,2020,5,413,59,39,23.73,14.29,9.44
States,North Dakota,2020,5,577,107,96,35.18,18.54,16.64
States,Ohio,2020,5,5616,1051,977,36.11,18.71,17.4
States,Oklahoma,2020,5,490,57,45,20.82,11.63,9.18
States,Oregon,2020,5,3075,312,289,19.54,10.15,9.4
States,Pennsylvania,2020,5,1451,242,274,35.56,16.68,18.88
States,Rhode Island,2020,5,X,X,X,X,X,X
States,South Carolina,2020,5,814,123,63,22.85,15.11,7.74
States,South Dakota,2020,5,90,3,6,10,3.33,6.67
States,Tennessee,2020,5,184,34,10,23.91,18.48,5.43
States,Texas,2020,5,7032,1694,734,34.53,24.09,10.44
States,Utah,2020,5,2292,389,344,31.98,16.97,15.01
States,Vermont,2020,5,401,55,81,33.92,13.72,20.2
States,Virginia,2020,5,674,105,77,27,15.58,11.42
States,Washington,2020,5,1905,242,114,18.69,12.7,5.98
States,West Virginia,2020,5,1189,130,171,25.32,10.93,14.38
States,Wisconsin,2020,5,4911,695,912,32.72,14.15,18.57
States,Wyoming,2020,5,95,16,16,33.68,16.84,16.84
States,Puerto Rico,2020,5,0,0,0,0,0,0
States,Virgin Islands,2020,5,X,X,X,X,X,X
States,New York City,2020,5,X,X,X,X,X,X
States,Alabama,2020,6,1212,199,42,19.88,16.42,3.47
States,Alaska,2020,6,15,1,1,13.33,6.67,6.67
States,Arizona,2020,6,341,60,16,22.29,17.6,4.69
States,Arkansas,2020,6,668,110,180,43.41,16.47,26.95
States,California,2020,6,5778,1161,448,27.85,20.09,7.75
States,Colorado,2020,6,1463,357,120,32.6,24.4,8.2
States,Connecticut,2020,6,2276,263,501,33.57,11.56,22.01
States,Delaware,2020,6,573,119,47,28.97,20.77,8.2
States,District of Columbia,2020,6,X,X,X,X,X,X
States,Florida,2020,6,X,X,X,X,X,X
States,Georgia,2020,6,2359,391,163,23.48,16.57,6.91
States,Hawaii,2020,6,536,51,24,13.99,9.51,4.48
States,Idaho,2020,6,114,4,3,6.14,3.51,2.63
States,Illinois,2020,6,873,192,150,39.18,21.99,17.18
States,Indiana,2020,6,442,48,58,23.98,10.86,13.12
States,Iowa,2020,6,475,76,112,39.58,16,23.58
States,Kansas,2020,6,171,20,14,19.88,11.7,8.19
States,Kentucky,2020,6,1128,119,124,21.54,10.55,10.99
States,Louisiana,2020,6,813,196,20,26.57,24.11,2.46
States,Maine,2020,6,201,31,32,31.34,15.42,15.92
States,Maryland,2020,6,628,109,120,36.46,17.36,19.11
States,Massachusetts,2020,6,2512,496,520,40.45,19.75,20.7
States,Michigan,2020,6,4048,834,551,34.21,20.6,13.61
States,Minnesota,2020,6,737,111,50,21.85,15.06,6.78
States,Mississippi,2020,6,196,38,13,26.02,19.39,6.63
States,Missouri,2020,6,3585,701,641,37.43,19.55,17.88
States,Montana,2020,6,473,91,13,21.99,19.24,2.75
States,Nebraska,2020,6,184,15,42,30.98,8.15,22.83
States,Nevada,2020,6,57,22,4,45.61,38.6,7.02
States,New Hampshire,2020,6,X,X,X,X,X,X
States,New Jersey,2020,6,X,X,X,X,X,X
States,New Mexico,2020,6,789,92,59,19.14,11.66,7.48
States,New York,2020,6,3909,628,510,29.11,16.07,13.05
States,North Carolina,2020,6,396,52,41,23.48,13.13,10.35
States,North Dakota,2020,6,632,154,104,40.82,24.37,16.46
States,Ohio,2020,6,5697,1314,873,38.39,23.06,15.32
States,Oklahoma,2020,6,440,58,26,19.09,13.18,5.91
States,Oregon,2020,6,2649,282,177,17.33,10.65,6.68
States,Pennsylvania,2020,6,1202,224,197,35.02,18.64,16.39
States,Rhode Island,2020,6,X,X,X,X,X,X
States,South Carolina,2020,6,926,151,70,23.87,16.31,7.56
States,South Dakota,2020,6,73,7,4,15.07,9.59,5.48
States,Tennessee,2020,6,139,18,10,20.14,12.95,7.19
States,Texas,2020,6,6196,1423,376,29.03,22.97,6.07
States,Utah,2020,6,2120,380,259,30.14,17.92,12.22
States,Vermont,2020,6,301,46,50,31.89,15.28,16.61
States,Virginia,2020,6,685,108,84,28.03,15.77,12.26
States,Washington,2020,6,1805,196,87,15.68,10.86,4.82
States,West Virginia,2020,6,1493,120,331,30.21,8.04,22.17
States,Wisconsin,2020,6,5033,1073,941,40.02,21.32,18.7
States,Wyoming,2020,6,64,9,15,37.5,14.06,23.44
States,Puerto Rico,2020,6,0,0,0,0,0,0
States,Virgin Islands,2020,6,X,X,X,X,X,X
States,New York City,2020,6,X,X,X,X,X,X
States,Alabama,2020,7,1121,150,35,16.5,13.38,3.12
States,Alaska,2020,7,28,1,1,7.14,3.57,3.57
States,Arizona,2020,7,324,46,9,16.98,14.2,2.78
States,Arkansas,2020,7,676,124,144,39.64,18.34,21.3
States,California,2020,7,5626,1238,400,29.11,22,7.11
States,Colorado,2020,7,1509,304,108,27.3,20.15,7.16
States,Connecticut,2020,7,1918,240,379,32.27,12.51,19.76
States,Delaware,2020,7,557,119,31,26.93,21.36,5.57
States,District of Columbia,2020,7,X,X,X,X,X,X
States,Florida,2020,7,X,X,X,X,X,X
States,Georgia,2020,7,2102,295,98,18.7,14.03,4.66
States,Hawaii,2020,7,470,66,15,17.23,14.04,3.19
States,Idaho,2020,7,89,9,5,15.73,10.11,5.62
States,Illinois,2020,7,809,161,98,32.01,19.9,12.11
States,Indiana,2020,7,470,67,69,28.94,14.26,14.68
States,Iowa,2020,7,464,65,107,37.07,14.01,23.06
States,Kansas,2020,7,216,34,12,21.3,15.74,5.56
States,Kentucky,2020,7,1069,109,84,18.05,10.2,7.86
States,Louisiana,2020,7,770,164,9,22.47,21.3,1.17
States,Maine,2020,7,234,38,43,34.62,16.24,18.38
States,Maryland,2020,7,621,133,81,34.46,21.42,13.04
States,Massachusetts,2020,7,2119,413,379,37.38,19.49,17.89
States,Michigan,2020,7,3964,987,482,37.06,24.9,12.16
States,Minnesota,2020,7,699,129,50,25.61,18.45,7.15
States,Mississippi,2020,7,201,29,9,18.91,14.43,4.48
States,Missouri,2020,7,3760,838,545,36.78,22.29,14.49
States,Montana,2020,7,506,75,38,22.33,14.82,7.51
States,Nebraska,2020,7,160,10,26,22.5,6.25,16.25
States,Nevada,2020,7,40,13,2,37.5,32.5,5
States,New Hampshire,2020,7,X,X,X,X,X,X
States,New Jersey,2020,7,X,X,X,X,X,X
States,New Mexico,2020,7,722,93,29,16.9,12.88,4.02
States,New York,2020,7,3903,671,351,26.18,17.19,8.99
States,North Carolina,2020,7,342,39,36,21.93,11.4,10.53
States,North Dakota,2020,7,815,286,85,45.52,35.09,10.43
States,Ohio,2020,7,5527,1299,752,37.11,23.5,13.61
States,Oklahoma,2020,7,491,88,36,25.25,17.92,7.33
States,Oregon,2020,7,2598,262,155,16.05,10.08,5.97
States,Pennsylvania,2020,7,1237,257,161,33.79,20.78,13.02
States,Rhode Island,2020,7,X,X,X,X,X,X
States,South Carolina,2020,7,811,118,55,21.33,14.55,6.78
States,South Dakota,2020,7,79,6,4,12.66,7.59,5.06
States,Tennessee,2020,7,131,17,6,17.56,12.98,4.58
States,Texas,2020,7,5689,1339,320,29.16,23.54,5.62
States,Utah,2020,7,2099,453,209,31.54,21.58,9.96
States,Vermont,2020,7,402,66,62,31.84,16.42,15.42
States,Virginia,2020,7,687,108,72,26.2,15.72,10.48
States,Washington,2020,7,1853,241,71,16.84,13.01,3.83
States,West Virginia,2020,7,1257,110,264,29.75,8.75,21
States,Wisconsin,2020,7,4869,1274,803,42.66,26.17,16.49
States,Wyoming,2020,7,68,10,16,38.24,14.71,23.53
States,Puerto Rico,2020,7,0,0,0,0,0,0
States,Virgin Islands,2020,7,X,X,X,X,X,X
States,New York City,2020,7,X,X,X,X,X,X
States,Alabama,2020,8,984,103,29,13.41,10.47,2.95
States,Alaska,2020,8,32,1,0,3.13,3.13,0
States,Arizona,2020,8,306,31,7,12.42,10.13,2.29
States,Arkansas,2020,8,539,87,127,39.7,16.14,23.56
States,California,2020,8,4833,1001,329,27.52,20.71,6.81
States,Colorado,2020,8,1366,279,81,26.35,20.42,5.93
States,Connecticut,2020,8,1683,232,236,27.81,13.78,14.02
States,Delaware,2020,8,501,84,25,21.76,16.77,4.99
States,District of Columbia,2020,8,X,X,X,X,X,X
States,Florida,2020,8,X,X,X,X,X,X
States,Georgia,2020,8,1809,206,78,15.7,11.39,4.31
States,Hawaii,2020,8,388,37,12,12.63,9.54,3.09
States,Idaho,2020,8,127,19,1,15.75,14.96,0.79
States,Illinois,2020,8,836,195,86,33.61,23.33,10.29
States,Indiana,2020,8,475,77,70,30.95,16.21,14.74
States,Iowa,2020,8,507,111,138,49.11,21.89,27.22
States,Kansas,2020,8,172,35,10,26.16,20.35,5.81
States,Kentucky,2020,8,988,94,79,17.51,9.51,8
States,Louisiana,2020,8,662,158,8,25.08,23.87,1.21
States,Maine,2020,8,267,42,52,35.21,15.73,19.48
States,Maryland,2020,8,588,121,66,31.8,20.58,11.22
States,Massachusetts,2020,8,1854,383,212,32.09,20.66,11.43
States,Michigan,2020,8,3980,1014,378,34.97,25.48,9.5
States,Minnesota,2020,8,704,138,28,23.58,19.6,3.98
States,Mississippi,2020,8,171,26,9,20.47,15.2,5.26
States,Missouri,2020,8,3463,758,436,34.48,21.89,12.59
States,Montana,2020,8,422,59,34,22.04,13.98,8.06
States,Nebraska,2020,8,155,23,27,32.26,14.84,17.42
States,Nevada,2020,8,X,X,X,X,X,X
States,New Hampshire,2020,8,X,X,X,X,X,X
States,New Jersey,2020,8,X,X,X,X,X,X
States,New Mexico,2020,8,454,85,18,22.69,18.72,3.96
States,New York,2020,8,3441,542,253,23.1,15.75,7.35
States,North Carolina,2020,8,320,37,29,20.63,11.56,9.06
States,North Dakota,2020,8,756,292,61,46.69,38.62,8.07
States,Ohio,2020,8,5324,1216,588,33.88,22.84,11.04
States,Oklahoma,2020,8,517,133,15,28.63,25.73,2.9
States,Oregon,2020,8,2728,337,154,18,12.35,5.65
States,Pennsylvania,2020,8,1088,230,117,31.89,21.14,10.75
States,Rhode Island,2020,8,X,X,X,X,X,X
States,South Carolina,2020,8,644,79,31,17.08,12.27,4.81
States,South Dakota,2020,8,51,4,1,9.8,7.84,1.96
States,Tennessee,2020,8,115,11,6,14.78,9.57,5.22
States,Texas,2020,8,6029,1316,280,26.47,21.83,4.64
States,Utah,2020,8,1963,423,174,30.41,21.55,8.86
States,Vermont,2020,8,402,81,52,33.08,20.15,12.94
States,Virginia,2020,8,719,131,53,25.59,18.22,7.37
States,Washington,2020,8,1227,160,36,15.97,13.04,2.93
States,West Virginia,2020,8,1094,93,141,21.39,8.5,12.89
States,Wisconsin,2020,8,5349,1521,808,43.54,28.44,15.11
States,Wyoming,2020,8,38,4,7,28.95,10.53,18.42
States,Puerto Rico,2020,8,0,0,0,0,0,0
States,Virgin Islands,2020,8,X,X,X,X,X,X
States,New York City,2020,8,X,X,X,X,X,X
States,Alabama,2020,9,753,72,19,12.08,9.56,2.52
States,Alaska,2020,9,28,1,0,3.57,3.57,0
States,Arizona,2020,9,253,17,4,8.3,6.72,1.58
States,Arkansas,2020,9,545,123,86,38.35,22.57,15.78
States,California,2020,9,5115,951,303,24.52,18.59,5.92
States,Colorado,2020,9,1314,226,54,21.31,17.2,4.11
States,Connecticut,2020,9,1532,189,136,21.21,12.34,8.88
States,Delaware,2020,9,569,81,20,17.75,14.24,3.51
States,District of Columbia,2020,9,X,X,X,X,X,X
States,Florida,2020,9,X,X,X,X,X,X
States,Georgia,2020,9,1518,152,53,13.5,10.01,3.49
States,Hawaii,2020,9,300,31,16,15.67,10.33,5.33
States,Idaho,2020,9,163,34,4,23.31,20.86,2.45
States,Illinois,2020,9,797,205,64,33.75,25.72,8.03
States,Indiana,2020,9,461,70,50,26.03,15.18,10.85
States,Iowa,2020,9,472,96,104,42.37,20.34,22.03
States,Kansas,2020,9,177,33,11,24.86,18.64,6.21
States,Kentucky,2020,9,997,97,66,16.35,9.73,6.62
States,Louisiana,2020,9,327,41,4,13.76,12.54,1.22
States,Maine,2020,9,260,51,50,38.85,19.62,19.23
States,Maryland,2020,9,563,141,34,31.08,25.04,6.04
States,Massachusetts,2020,9,1762,312,178,27.81,17.71,10.1
States,Michigan,2020,9,3868,996,270,32.73,25.75,6.98
States,Minnesota,2020,9,726,162,11,23.83,22.31,1.52
States,Mississippi,2020,9,168,20,8,16.67,11.9,4.76
States,Missouri,2020,9,3513,735,383,31.82,20.92,10.9
States,Montana,2020,9,475,120,37,33.05,25.26,7.79
States,Nebraska,2020,9,158,15,15,18.99,9.49,9.49
States,Nevada,2020,9,58,18,1,32.76,31.03,1.72
States,New Hampshire,2020,9,X,X,X,X,X,X
States,New Jersey,2020,9,X,X,X,X,X,X
States,New Mexico,2020,9,476,51,11,13.03,10.71,2.31
States,New York,2020,9,3692,594,233,22.4,16.09,6.31
States,North Carolina,2020,9,316,40,20,18.99,12.66,6.33
States,North Dakota,2020,9,710,247,54,42.39,34.79,7.61
States,Ohio,2020,9,4838,881,457,27.66,18.21,9.45
States,Oklahoma,2020,9,451,115,8,27.27,25.5,1.77
States,Oregon,2020,9,2823,396,105,17.75,14.03,3.72
States,Pennsylvania,2020,9,1066,219,82,28.24,20.54,7.69
States,Rhode Island,2020,9,X,X,X,X,X,X
States,South Carolina,2020,9,639,67,22,13.93,10.49,3.44
States,South Dakota,2020,9,75,6,4,13.33,8,5.33
States,Tennessee,2020,9,103,13,5,17.48,12.62,4.85
States,Texas,2020,9,4944,975,171,23.18,19.72,3.46
States,Utah,2020,9,1832,385,133,28.28,21.02,7.26
States,Vermont,2020,9,314,71,32,32.8,22.61,10.19
States,Virginia,2020,9,635,90,37,20,14.17,5.83
States,Washington,2020,9,1694,278,45,19.07,16.41,2.66
States,West Virginia,2020,9,1148,145,102,21.52,12.63,8.89
States,Wisconsin,2020,9,4933,1447,588,41.25,29.33,11.92
States,Wyoming,2020,9,65,14,7,32.31,21.54,10.77
States,Puerto Rico,2020,9,0,0,0,0,0,0
States,Virgin Islands,2020,9,X,X,X,X,X,X
States,New York City,2020,9,X,X,X,X,X,X
States,Alabama,2020,10,969,86,17,10.63,8.88,1.75
States,Alaska,2020,10,29,8,0,27.59,27.59,0
States,Arizona,2020,10,244,16,3,7.79,6.56,1.23
States,Arkansas,2020,10,436,97,96,44.27,22.25,22.02
States,California,2020,10,4993,756,255,20.25,15.14,5.11
States,Colorado,2020,10,950,150,29,18.84,15.79,3.05
States,Connecticut,2020,10,1319,158,74,17.59,11.98,5.61
States,Delaware,2020,10,X,X,X,X,X,X
States,District of Columbia,2020,10,X,X,X,X,X,X
States,Florida,2020,10,X,X,X,X,X,X
States,Georgia,2020,10,1341,144,62,15.36,10.74,4.62
States,Hawaii,2020,10,254,14,10,9.45,5.51,3.94
States,Idaho,2020,10,179,37,4,22.91,20.67,2.23
States,Illinois,2020,10,497,107,42,29.98,21.53,8.45
States,Indiana,2020,10,473,77,41,24.95,16.28,8.67
States,Iowa,2020,10,521,123,102,43.19,23.61,19.58
States,Kansas,2020,10,170,25,4,17.06,14.71,2.35
States,Kentucky,2020,10,1073,98,56,14.35,9.13,5.22
States,Louisiana,2020,10,389,54,6,15.42,13.88,1.54
States,Maine,2020,10,247,43,43,34.82,17.41,17.41
States,Maryland,2020,10,340,72,13,25,21.18,3.82
States,Massachusetts,2020,10,1499,246,85,22.08,16.41,5.67
States,Michigan,2020,10,3844,894,190,28.2,23.26,4.94
States,Minnesota,2020,10,769,149,16,21.46,19.38,2.08
States,Mississippi,2020,10,172,22,2,13.95,12.79,1.16
States,Missouri,2020,10,991,138,68,20.79,13.93,6.86
States,Montana,2020,10,493,133,35,34.08,26.98,7.1
States,Nebraska,2020,10,155,19,14,21.29,12.26,9.03
States,Nevada,2020,10,74,16,0,21.62,21.62,0
States,New Hampshire,2020,10,X,X,X,X,X,X
States,New Jersey,2020,10,X,X,X,X,X,X
States,New Mexico,2020,10,722,71,6,10.66,9.83,0.83
States,New York,2020,10,3587,445,138,16.25,12.41,3.85
States,North Carolina,2020,10,338,29,8,10.95,8.58,2.37
States,North Dakota,2020,10,790,271,29,37.97,34.3,3.67
States,Ohio,2020,10,4318,850,299,26.61,19.69,6.92
States,Oklahoma,2020,10,503,95,10,20.87,18.89,1.99
States,Oregon,2020,10,3719,553,95,17.42,14.87,2.55
States,Pennsylvania,2020,10,1037,203,46,24.01,19.58,4.44
States,Rhode Island,2020,10,X,X,X,X,X,X
States,South Carolina,2020,10,657,79,24,15.68,12.02,3.65
States,South Dakota,2020,10,105,12,2,13.33,11.43,1.9
States,Tennessee,2020,10,147,32,10,28.57,21.77,6.8
States,Texas,2020,10,5311,899,180,20.32,16.93,3.39
States,Utah,2020,10,1935,407,88,25.58,21.03,4.55
States,Vermont,2020,10,285,54,26,28.07,18.95,9.12
States,Virginia,2020,10,694,122,32,22.19,17.58,4.61
States,Washington,2020,10,2202,335,55,17.71,15.21,2.5
States,West Virginia,2020,10,1282,213,121,26.05,16.61,9.44
States,Wisconsin,2020,10,X,X,X,X,X,X
States,Wyoming,2020,10,32,3,4,21.88,9.38,12.5
States,Puerto Rico,2020,10,0,0,0,0,0,0
States,Virgin Islands,2020,10,X,X,X,X,X,X
States,New York City,2020,10,X,X,X,X,X,X
States,Alabama,2020,11,1062,69,26,8.95,6.5,2.45
States,Alaska,2020,11,X,X,X,X,X,X
States,Arizona,2020,11,234,15,2,7.26,6.41,0.85
States,Arkansas,2020,11,635,131,75,32.44,20.63,11.81
States,California,2020,11,515,25,11,6.99,4.85,2.14
States,Colorado,2020,11,1535,154,21,11.4,10.03,1.37
States,Connecticut,2020,11,508,48,22,13.78,9.45,4.33
States,Delaware,2020,11,X,X,X,X,X,X
States,District of Columbia,2020,11,X,X,X,X,X,X
States,Florida,2020,11,X,X,X,X,X,X
States,Georgia,2020,11,1485,99,66,11.11,6.67,4.44
States,Hawaii,2020,11,259,12,14,10.04,4.63,5.41
States,Idaho,2020,11,376,75,4,21.01,19.95,1.06
States,Illinois,2020,11,560,78,49,22.68,13.93,8.75
States,Indiana,2020,11,403,39,18,14.14,9.68,4.47
States,Iowa,2020,11,512,90,75,32.23,17.58,14.65
States,Kansas,2020,11,206,9,5,6.8,4.37,2.43
States,Kentucky,2020,11,926,75,32,11.56,8.1,3.46
States,Louisiana,2020,11,144,19,1,13.89,13.19,0.69
States,Maine,2020,11,345,48,45,26.96,13.91,13.04
States,Maryland,2020,11,205,41,14,26.83,20,6.83
States,Massachusetts,2020,11,1422,150,79,16.1,10.55,5.56
States,Michigan,2020,11,2060,414,60,23.01,20.1,2.91
States,Minnesota,2020,11,X,X,X,X,X,X
States,Mississippi,2020,11,171,12,0,7.02,7.02,0
States,Missouri,2020,11,2811,369,188,19.82,13.13,6.69
States,Montana,2020,11,490,87,17,21.22,17.76,3.47
States,Nebraska,2020,11,184,20,13,17.93,10.87,7.07
States,Nevada,2020,11,X,X,X,X,X,X
States,New Hampshire,2020,11,X,X,X,X,X,X
States,New Jersey,2020,11,X,X,X,X,X,X
States,New Mexico,2020,11,748,71,25,12.83,9.49,3.34
States,New York,2020,11,2705,278,65,12.68,10.28,2.4
States,North Carolina,2020,11,X,X,X,X,X,X
States,North Dakota,2020,11,709,171,21,27.08,24.12,2.96
States,Ohio,2020,11,4736,611,209,17.31,12.9,4.41
States,Oklahoma,2020,11,559,92,10,18.25,16.46,1.79
States,Oregon,2020,11,4633,457,87,11.74,9.86,1.88
States,Pennsylvania,2020,11,487,45,11,11.5,9.24,2.26
States,Rhode Island,2020,11,X,X,X,X,X,X
States,South Carolina,2020,11,927,82,34,12.51,8.85,3.67
States,South Dakota,2020,11,204,21,2,11.27,10.29,0.98
States,Tennessee,2020,11,63,5,6,17.46,7.94,9.52
States,Texas,2020,11,5162,507,145,12.63,9.82,2.81
States,Utah,2020,11,2284,365,64,18.78,15.98,2.8
States,Vermont,2020,11,381,69,18,22.83,18.11,4.72
States,Virginia,2020,11,859,157,35,22.35,18.28,4.07
States,Washington,2020,11,515,42,4,8.93,8.16,0.78
States,West Virginia,2020,11,30,2,2,13.33,6.67,6.67
States,Wisconsin,2020,11,X,X,X,X,X,X
States,Wyoming,2020,11,40,2,2,10,5,5
States,Puerto Rico,2020,11,0,0,0,0,0,0
States,Virgin Islands,2020,11,X,X,X,X,X,X
States,New York City,2020,11,X,X,X,X,X,X
